"","sample_comparison","comm"
"39391","peat-sediment",0.00645596454037389
"39392","soil-sediment",0.000963576797070709
"39393","soil-sediment",0.00057814607824247
"39394","peat-sediment",0.00019271535941412
"39395","peat-sediment",0.00867219117363649
"39396","peat-sediment",0.00308344575062636
"39397","soil-sediment",0.000867219117363649
"39398","peat-sediment",0.00144536519560612
"39399","soil-sediment",0.00048178839853541
"39400","peat-sediment",0.00308344575062636
"39401","peat-sediment",0.00953941029100014
"39402","peat-sediment",0.0479861244941222
"39403","peat-sediment",0.00308344575062636
"39404","peat-sediment",0.00317980343033342
"39405","sediment",0.0425900944305261
"39406","sediment",0.00144536519560612
"39407","peat-sediment",0.00838311813451531
"39408","sediment",0.712468683754095
"39409","peat-sediment",0.00231258431296977
"39410","peat-sediment",0.00308344575062636
"39411","soil-sediment",0.00048178839853541
"39412","peat-sediment",0.0127192137213336
"39413","peat-sediment",0.00385430718828295
"39414","sediment",0.0261129312006166
"39415","sediment",0.15899017151667
"39416","soil-sediment",0.000385430718828239
"39417","peat-sediment",0.0490460589709
"39418","peat-sediment",0.00144536519560612
"39419","sediment",0.446039699364039
"39420","peat-sediment",0.00105993447677777
"39421","sediment",0.0474079784158797
"39422","peat-sediment",0.00105993447677777
"39423","peat-sediment",0.0984775486606283
"39424","peat-sediment",0.00144536519560612
"39425","peat-sediment",0.00221622663326271
"39426","peat-sediment",0.0134900751589901
"39427","peat-sediment",0.0124301406822124
"39428","soil-sediment",0.000867219117363649
"39429","peat-sediment",0.00452881094623236
"39430","soil-sediment",0.000674503757949529
"39431","soil-sediment",0.0017344382347273
"39432","peat-sediment",0.00423973790711119
"39433","soil-sediment",0.000867219117363649
"39434","peat-sediment",0.0017344382347273
"39435","sediment",0.055791096550395
"39436","soil-sediment",0.000770861437656589
"39437","peat-sediment",0.00944305261129308
"39438","peat-sediment",0.00202351127384848
"39439","peat-sediment",0.00337251878974754
"39440","peat-sediment",0.00192715359414142
"39441","peat-sediment",0.00539603006359601
"39442","peat-sediment",0.0091539795721719
"39443","peat-sediment",0.00684139525920213
"39444","peat-sediment",0.00395066486799001
"39445","peat-sediment",0.0494314896897283
"39446","soil-sediment",0.000289073039121179
"39447","peat-sediment",0.0162844478704953
"39448","peat-sediment",0.00674503757949507
"39449","peat-sediment",0.00501059934476777
"39450","peat-sediment",0.0612834842936982
"39451","sediment",0.043650028907304
"39452","peat-sediment",0.000770861437656589
"39453","peat-sediment",0.00558874542301024
"39454","peat-sediment",0.001252649836192
"39455","peat-sediment",0.00587781846213142
"39456","peat-sediment",0
"39457","peat-sediment",0.00857583349392943
"39458","soil-sediment",0.000770861437656589
"39459","sediment",0.00414338022740413
"39460","peat-sediment",0.0047215263056466
"39461","peat-sediment",0.00626324918095977
"39462","soil-sediment",0.000770861437656589
"39463","peat-sediment",9.63576797070598e-05
"39464","sediment",0.0460589708999807
"39465","peat-sediment",0.0292927346309501
"39466","peat-sediment",0.0165735209096165
"39467","soil-sediment",0.000289073039121179
"39468","peat-sediment",0.0398920793987281
"39469","soil-sediment",0.000867219117363649
"39470","soil-sediment",0.00057814607824247
"39471","soil-sediment",0.000770861437656589
"39472","peat-sediment",0.00115629215648483
"39473","peat-sediment",0.00414338022740413
"39474","sediment",0.0321834650221623
"39475","soil-sediment",0.000674503757949529
"39476","sediment",0.0473116207361727
"39477","peat-sediment",0.00250529967238389
"39478","sediment",0.0142609365966467
"39479","peat-sediment",0.00115629215648483
"39480","sediment",0.0467334746579302
"39481","soil-sediment",0.00105993447677777
"39482","sediment",0.0392175756407785
"39483","soil-sediment",0.000963576797070709
"39484","sediment",0.0298708807091925
"39485","peat-sediment",0.00202351127384848
"39486","sediment",0.0295818076700713
"39487","peat-sediment",0.00356523414916166
"39488","sediment",0.147716322990942
"39489","soil-sediment",0.000770861437656589
"39490","sediment",0.0497205627288495
"39491","soil-sediment",0.00019271535941412
"39492","sediment",0.179996145692812
"39493","peat-sediment",0.0112738485257275
"39494","peat-sediment",0.00260165735209095
"39495","peat-sediment",9.63576797070598e-05
"39496","soil-sediment",0.00115629215648483
"39497","peat-sediment",0.00366159182886872
"39498","peat-sediment",0.0432645981884756
"39499","soil-sediment",0.00105993447677777
"39500","peat-sediment",0.00240894199267683
"39501","peat-sediment",0.00183079591443436
"39502","peat-sediment",0.0243784929658893
"39503","sediment",0.211697822316439
"39504","peat-sediment",0.00539603006359601
"39505","peat-sediment",0.0480824821738293
"39506","peat-sediment",0.000674503757949529
"39507","sediment",0.133069955675467
"39508","sediment",0.0649450761225669
"39509","peat-sediment",0.0034688764694546
"39510","peat-sediment",0.00327616111004048
"39511","peat-sediment",0.0190788205820004
"39512","soil-sediment",0.00115629215648483
"39513","sediment",0.0143572942763538
"39514","soil-sediment",0.000963576797070709
"39515","peat-sediment",0.00520331470418189
"39516","sediment",0.0146463673154751
"39517","soil-sediment",0.000867219117363649
"39518","soil-sediment",0.000674503757949529
"39519","peat-sediment",0.000963576797070709
"39520","peat-sediment",0.00269801503179801
"39521","soil-sediment",0.000867219117363649
"39522","soil-sediment",0.00115629215648483
"39523","peat-sediment",0.00211986895355565
"39524","soil-sediment",0.000674503757949529
"39525","peat-sediment",0.00260165735209095
"39526","peat-sediment",0.0103102717286567
"39527","peat-sediment",0.0454808248217383
"39528","peat-sediment",0.0109847754866063
"39529","sediment",0.116014646367316
"39530","peat-sediment",0.00693775293890919
"39531","peat-sediment",0.00452881094623236
"39532","peat-sediment",0.00664867989978801
"39533","sediment",0.206590865291964
"39534","peat-sediment",0.0554056658315668
"39535","peat-sediment",0.038543071882829
"39536","peat-sediment",0.00144536519560612
"39537","soil-sediment",0.000770861437656589
"39538","sediment",0.058392753902486
"39539","sediment",0.275101175563692
"39540","soil-sediment",0.000963576797070709
"39541","sediment",0.0407592985160917
"39542","peat-sediment",0.00780497205627284
"39543","peat-sediment",0.001252649836192
"39544","peat-sediment",0.00192715359414142
"39545","sediment",0.211601464636732
"39546","soil-sediment",0.000770861437656589
"39547","soil-sediment",0.000289073039121179
"39548","soil-sediment",0.00057814607824247
"39549","peat-sediment",0.00838311813451531
"39550","soil-sediment",0.000770861437656589
"39551","soil-sediment",0.000770861437656589
"39552","sediment",0.0061668915012526
"39553","peat-sediment",0.00250529967238389
"39554","soil-sediment",0.000385430718828239
"39555","peat-sediment",0.00780497205627284
"39556","soil-sediment",0.00048178839853541
"39557","peat-sediment",0.00404702254769707
"39558","soil-sediment",0.00057814607824247
"39559","peat-sediment",0.001252649836192
"39560","peat-sediment",0.00144536519560612
"39561","peat-sediment",0.0047215263056466
"39562","soil-sediment",0.000770861437656589
"39563","peat-sediment",0.00337251878974754
"39564","peat-sediment",0.00607053382154554
"39565","peat-sediment",0.0289073039121218
"39566","sediment",0.0250529967238389
"39567","peat-sediment",0.00154172287531318
"39568","sediment",0.0698593177876277
"39569","sediment",0.076893428406244
"39570","peat-sediment",0.00491424166506071
"39571","peat-sediment",0.00337251878974754
"39572","soil-sediment",0.00057814607824247
"39573","peat-sediment",0.00790132973598001
"39574","peat-sediment",0.00770861437656578
"39575","peat-sediment",0.00452881094623236
"39576","peat-sediment",0.00154172287531318
"39577","peat-sediment",0.00144536519560612
"39578","peat-sediment",0.00019271535941412
"39579","peat-sediment",0.00529967238388895
"39580","sediment",0.0575255347851223
"39581","sediment",0.146849103873579
"39582","sediment",0.0268837926382732
"39583","peat-sediment",0.00761225669685872
"39584","peat-sediment",0.00308344575062636
"39585","soil-sediment",0.000770861437656589
"39586","soil-sediment",0.00105993447677777
"39587","peat-sediment",0.00308344575062636
"39588","soil-sediment",0.000770861437656589
"39589","peat-sediment",0.0034688764694546
"39590","soil-sediment",0.000963576797070709
"39591","peat-sediment",0.00558874542301024
"39592","peat-sediment",0.058392753902486
"39593","soil-sediment",0.000867219117363649
"39594","peat-sediment",0.0029870880709193
"39595","peat-sediment",0.00963576797070731
"39596","peat-sediment",0.0120447099633841
"39597","sediment",0.46675660050106
"39598","sediment",0.0107920601271921
"39599","peat-sediment",0.00105993447677777
"39600","peat-sediment",0.00317980343033342
"39601","soil-sediment",0.000674503757949529
"39602","peat-sediment",0.00202351127384848
"39603","peat-sediment",0.00539603006359601
"39604","sediment",0.0223549816920409
"39605","peat-sediment",0.00510695702447483
"39606","peat-sediment",0.0290036615918289
"39607","peat-sediment",0.00202351127384848
"39608","soil-sediment",0.00057814607824247
"39609","peat-sediment",0.0648487184428599
"39610","peat-sediment",0.000289073039121179
"39611","sediment",0.0459626132202736
"39612","sediment",0.202543842744267
"39613","sediment",0.00115629215648483
"39614","soil-sediment",0.00057814607824247
"39615","sediment",0.0598381190980921
"39616","sediment",0.190499132780883
"39617","sediment",0.0305453844671421
"39618","peat-sediment",0.0237039892079399
"39619","sediment",0.0267874349585662
"39620","soil-sediment",0.000770861437656589
"39621","peat-sediment",0.00491424166506071
"39622","peat-sediment",0.00481788398535365
"39623","peat-sediment",0.00404702254769707
"39624","peat-sediment",0.000770861437656589
"39625","peat-sediment",0.0683175949123145
"39626","peat-sediment",0.00144536519560612
"39627","soil-sediment",0.000867219117363649
"39628","peat-sediment",0.00925033725187896
"39629","peat-sediment",0.00423973790711119
"39630","soil-sediment",0.000867219117363649
"39631","sediment",0.0186933898631721
"39632","soil-sediment",0.000963576797070709
"39633","peat-sediment",0.00520331470418189
"39634","peat-sediment",0.00973212565041437
"39635","peat-sediment",0.0158026594719599
"39636","peat-sediment",0.0361341298901523
"39637","peat-sediment",0.00703411061861625
"39638","soil-sediment",0.000867219117363649
"39639","sediment",0.0250529967238389
"39640","peat-sediment",0.00105993447677777
"39641","peat-sediment",0.00183079591443436
"39642","peat-sediment",0.00799768741568707
"39643","peat-sediment",0.00674503757949507
"39644","soil-sediment",0.000770861437656589
"39645","sediment",0.0480824821738293
"39646","peat-sediment",0.000867219117363649
"39647","sediment",0.140971285411447
"39648","sediment",0.130179225284255
"39649","peat-sediment",0.00414338022740413
"39650","sediment",0.0548275197533243
"39651","peat-sediment",0.00433609558681824
"39652","peat-sediment",0.00115629215648483
"39653","peat-sediment",0.0111774908460204
"39654","peat-sediment",0.0017344382347273
"39655","soil-sediment",0.000867219117363649
"39656","peat-sediment",0.00202351127384848
"39657","peat-sediment",0.00115629215648483
"39658","sediment",0.0236076315282328
"39659","peat-sediment",0.00674503757949507
"39660","peat-sediment",0.00982848333012143
"39661","soil-sediment",0.000963576797070709
"39662","peat-sediment",0.001252649836192
"39663","soil-sediment",0.00057814607824247
"39664","peat-sediment",0.0144536519560609
"39665","peat-sediment",0.0195606089805358
"39666","peat-sediment",0.0448063210637888
"39667","peat-sediment",0.00192715359414142
"39668","sediment",0.0176334553863943
"39669","sediment",0.159086529196377
"39670","sediment",0.160531894391983
"39671","soil-sediment",0.000770861437656589
"39672","soil-sediment",0.000674503757949529
"39673","peat-sediment",0.000674503757949529
"39674","peat-sediment",0.00163808055502024
"39675","peat-sediment",0.00240894199267683
"39676","peat-sediment",0.0129119290807478
"39677","peat-sediment",0.00048178839853541
"39678","sediment",0.0751589901715166
"39679","peat-sediment",0.00260165735209095
"39680","soil-sediment",0.000770861437656589
"39681","sediment",0.00549238774330318
"39682","peat-sediment",0.00221622663326271
"39683","peat-sediment",0.00510695702447483
"39684","peat-sediment",0.0718828290614762
"39685","peat-sediment",0.000867219117363649
"39686","peat-sediment",0.0149354403545963
"39687","peat-sediment",0.00973212565041437
"39688","soil-sediment",0.000963576797070709
"39689","peat-sediment",0.000963576797070709
"39690","soil-sediment",0.000963576797070709
"39691","soil-sediment",0.000770861437656589
"39692","peat-sediment",0.00395066486799001
"39693","sediment",0.192137213335903
"39694","peat-sediment",0.00558874542301024
"39695","soil-sediment",9.63576797070598e-05
"39696","soil-sediment",0.0047215263056466
"39697","peat-sediment",0.00192715359414142
"39698","peat-sediment",0.00732318365773754
"39699","sediment",0.023800346887647
"39700","peat-sediment",0.00231258431296977
"39701","peat-sediment",0.00260165735209095
"39702","peat-sediment",0.0324725380612835
"39703","soil-sediment",0.000674503757949529
"39704","peat-sediment",0.00886490653305072
"39705","peat-sediment",0.0029870880709193
"39706","peat-sediment",0.000770861437656589
"39707","peat-sediment",0.0577182501445365
"39708","peat-sediment",0.00356523414916166
"39709","soil-sediment",0.00115629215648483
"39710","soil-sediment",0.000674503757949529
"39711","peat-sediment",0.00395066486799001
"39712","sediment",0.0593563306995567
"39713","peat-sediment",0.00279437271150507
"39714","peat-sediment",0.00327616111004048
"39715","soil-sediment",0.000867219117363649
"39716","peat-sediment",0.00462516862593954
"39717","peat-sediment",0.0374831374060512
"39718","peat-sediment",0.00366159182886872
"39719","peat-sediment",0.00539603006359601
"39720","soil-sediment",0.000674503757949529
"39721","peat-sediment",0.00404702254769707
"39722","peat-sediment",0.00491424166506071
"39723","soil-sediment",0.00105993447677777
"39724","peat-sediment",0.0506841395259202
"39725","sediment",0.0378685681248796
"39726","peat-sediment",0.00558874542301024
"39727","sediment",0.0855656195798805
"39728","peat-sediment",0.0250529967238389
"39729","soil-sediment",0.000289073039121179
"39730","sediment",0.0593563306995567
"39731","peat-sediment",0.0146463673154751
"39732","sediment",0.0456735401811524
"39733","sediment",0.268837926382733
"39734","peat-sediment",0.00539603006359601
"39735","peat-sediment",0.00250529967238389
"39736","sediment",0.0406629408363847
"39737","peat-sediment",0.0152245133937174
"39738","peat-sediment",0.0431682405087686
"39739","peat-sediment",0.00105993447677777
"39740","peat-sediment",0.00115629215648483
"39741","peat-sediment",0.0074195413374446
"39742","peat-sediment",0.00183079591443436
"39743","sediment",0.0951050298708808
"39744","soil-sediment",0.000770861437656589
"39745","peat-sediment",0.000867219117363649
"39746","soil-sediment",0.001252649836192
"39747","soil-sediment",0.00105993447677777
"39748","peat-sediment",0.0122374253227983
"39749","peat-sediment",0
"39750","peat-sediment",0.00520331470418189
"39751","peat-sediment",0.00674503757949507
"39752","peat-sediment",0.00289073039121213
"39753","peat-sediment",0.0341106186163037
"39754","sediment",0.0196569666602429
"39755","peat-sediment",0.000770861437656589
"39756","peat-sediment",0.0710156099441126
"39757","peat-sediment",0.00260165735209095
"39758","peat-sediment",0.00115629215648483
"39759","peat-sediment",0.00317980343033342
"39760","peat-sediment",0.00607053382154554
"39761","soil-sediment",0.00048178839853541
"39762","sediment",0.031894391983041
"39763","sediment",0.0362304875698594
"39764","soil-sediment",0.00105993447677777
"39765","peat-sediment",0.0221622663326267
"39766","peat-sediment",0.00529967238388895
"39767","peat-sediment",0.00587781846213142
"39768","peat-sediment",0.000867219117363649
"39769","peat-sediment",0.00144536519560612
"39770","peat-sediment",0.00202351127384848
"39771","soil-sediment",0.00202351127384848
"39772","peat-sediment",0.0061668915012526
"39773","peat-sediment",0.0074195413374446
"39774","peat-sediment",0.010599344767778
"39775","peat-sediment",0.00240894199267683
"39776","peat-sediment",0.00491424166506071
"39777","soil-sediment",0.00183079591443436
"39778","peat-sediment",0.0114665638851417
"39779","soil-sediment",0.00115629215648483
"39780","sediment",0.0191751782617074
"39781","peat-sediment",0.00819040277510119
"39782","sediment",0.0170553093081519
"39783","soil-sediment",0.00192715359414142
"39784","peat-sediment",0.00501059934476777
"39785","sediment",0.0326652534206976
"39786","soil-sediment",0.00183079591443436
"39787","peat-sediment",0.00317980343033342
"39788","sediment",0.00163808055502024
"39789","peat-sediment",0.00790132973598001
"39790","peat-sediment",0.00732318365773754
"39791","peat-sediment",0.0139718635575256
"39792","peat-sediment",0.00809404509539413
"39793","soil-sediment",0.00308344575062636
"39794","peat-sediment",0.00269801503179801
"39795","peat-sediment",0.00703411061861625
"39796","soil-sediment",0.00269801503179801
"39797","sediment",0.0113702062054346
"39798","peat-sediment",0.000385430718828239
"39799","sediment",0.0241857776064752
"39800","sediment",0.00240894199267683
"39801","peat-sediment",0.00645596454037389
"39802","peat-sediment",0.00838311813451531
"39803","peat-sediment",0.00501059934476777
"39804","peat-sediment",0.0091539795721719
"39805","soil-sediment",0.00250529967238389
"39806","peat-sediment",0.0123337830025053
"39807","sediment",0.00481788398535365
"39808","peat-sediment",0.0056851031027173
"39809","peat-sediment",0.0157063017922529
"39810","sediment",0.00183079591443436
"39811","peat-sediment",0.0117556369242628
"39812","peat-sediment",0.010502987088071
"39813","peat-sediment",0.0166698785893236
"39814","sediment",0.00144536519560612
"39815","peat-sediment",0.0134900751589901
"39816","peat-sediment",0.000289073039121179
"39817","soil-sediment",0.000963576797070709
"39818","peat-sediment",0.00520331470418189
"39819","peat-sediment",0.0152245133937174
"39820","soil-sediment",0.00144536519560612
"39821","soil-sediment",0.000963576797070709
"39822","soil-sediment",0.00115629215648483
"39823","sediment",0.0176334553863943
"39824","peat-sediment",0.00751589901715166
"39825","peat-sediment",0.0131046444401619
"39826","peat-sediment",0.0122374253227983
"39827","sediment",0.0152245133937174
"39828","soil-sediment",0.00221622663326271
"39829","peat-sediment",0.00221622663326271
"39830","soil-sediment",0.00221622663326271
"39831","soil-sediment",0.000770861437656589
"39832","soil-sediment",0.00231258431296977
"39833","peat-sediment",0.00645596454037389
"39834","peat-sediment",0.0047215263056466
"39835","peat-sediment",0.00558874542301024
"39836","peat-sediment",0.0144536519560609
"39837","sediment",0.00211986895355565
"39838","peat-sediment",0.00211986895355565
"39839","peat-sediment",0.017248024667566
"39840","peat-sediment",0.00462516862593954
"39841","peat-sediment",0.00973212565041437
"39842","soil-sediment",0.00183079591443436
"39843","soil-sediment",0.00192715359414142
"39844","peat-sediment",0.00327616111004048
"39845","soil-sediment",0.00269801503179801
"39846","peat-sediment",0.00183079591443436
"39847","sediment",0.0234149161688186
"39848","peat-sediment",0.010502987088071
"39849","soil-sediment",0.00317980343033342
"39850","sediment",0.00356523414916166
"39851","sediment",0.00317980343033342
"39852","peat-sediment",0.010502987088071
"39853","peat-sediment",0.0029870880709193
"39854","peat-sediment",0.00953941029100014
"39855","peat-sediment",0.00838311813451531
"39856","sediment",0.0366159182886876
"39857","peat-sediment",0.00366159182886872
"39858","sediment",0.0149354403545963
"39859","soil-sediment",0.001252649836192
"39860","peat-sediment",0.00992484100982849
"39861","peat-sediment",0.00404702254769707
"39862","sediment",0.001252649836192
"39863","peat-sediment",0.0044324532665253
"39864","peat-sediment",0.00664867989978801
"39865","sediment",0.00684139525920213
"39866","peat-sediment",0.00558874542301024
"39867","peat-sediment",0.0124301406822124
"39868","soil-sediment",0.00192715359414142
"39869","peat-sediment",0.00693775293890919
"39870","peat-sediment",0.0107920601271921
"39871","peat-sediment",0.00674503757949507
"39872","soil-sediment",0.00279437271150507
"39873","peat-sediment",0.00761225669685872
"39874","peat-sediment",0.00684139525920213
"39875","soil-sediment",0.00356523414916166
"39876","peat-sediment",0.010502987088071
"39877","soil-sediment",0.00163808055502024
"39878","peat-sediment",0.0091539795721719
"39879","peat-sediment",0.013201002119869
"39880","peat-sediment",0.00481788398535365
"39881","sediment",0.0152245133937174
"39882","sediment",0.0227404124108691
"39883","peat-sediment",0.0130082867604548
"39884","peat-sediment",0.0103102717286567
"39885","peat-sediment",0.00221622663326271
"39886","peat-sediment",0.00838311813451531
"39887","peat-sediment",0.0116592792445558
"39888","sediment",0.0540566583156677
"39889","sediment",0.023800346887647
"39890","soil-sediment",0.001252649836192
"39891","peat-sediment",0.00886490653305072
"39892","sediment",0.0131046444401619
"39893","soil-sediment",0.00144536519560612
"39894","peat-sediment",0.00655232222008095
"39895","peat-sediment",0.00626324918095977
"39896","peat-sediment",0.0126228560416265
"39897","peat-sediment",0.00491424166506071
"39898","peat-sediment",0.00539603006359601
"39899","peat-sediment",0.00501059934476777
"39900","peat-sediment",0.00269801503179801
"39901","soil-sediment",0.00231258431296977
"39902","soil-sediment",0.0029870880709193
"39903","peat-sediment",0.00395066486799001
"39904","peat-sediment",0.00780497205627284
"39905","peat-sediment",0.00549238774330318
"39906","peat-sediment",0.00780497205627284
"39907","peat-sediment",0.00414338022740413
"39908","sediment",0.00192715359414142
"39909","peat-sediment",0.0029870880709193
"39910","sediment",0.0586818269416073
"39911","peat-sediment",0.00780497205627284
"39912","peat-sediment",0.00973212565041437
"39913","peat-sediment",0.0155135864328387
"39914","peat-sediment",0.00250529967238389
"39915","peat-sediment",0.0240894199267682
"39916","peat-sediment",0.0112738485257275
"39917","soil-sediment",0.00250529967238389
"39918","peat-sediment",0.0123337830025053
"39919","soil-sediment",0.00240894199267683
"39920","peat-sediment",0.0114665638851417
"39921","sediment",0.013297359799576
"39922","peat-sediment",0.00366159182886872
"39923","peat-sediment",0.000674503757949529
"39924","sediment",0.10830603199075
"39925","sediment",0.00886490653305072
"39926","soil-sediment",0.00838311813451531
"39927","peat-sediment",0.00423973790711119
"39928","peat-sediment",0.00635960686066683
"39929","sediment",0.022547697051455
"39930","peat-sediment",0.0156099441125458
"39931","peat-sediment",0.00539603006359601
"39932","soil-sediment",0.000867219117363649
"39933","peat-sediment",0.00761225669685872
"39934","soil-sediment",0.00163808055502024
"39935","peat-sediment",0.00327616111004048
"39936","peat-sediment",0.00838311813451531
"39937","peat-sediment",0.0109847754866063
"39938","peat-sediment",0.0117556369242628
"39939","soil-sediment",0.0034688764694546
"39940","peat-sediment",0.00905762189246484
"39941","soil-sediment",0.000385430718828239
"39942","peat-sediment",0.00838311813451531
"39943","sediment",0.00240894199267683
"39944","soil-sediment",0.00163808055502024
"39945","sediment",0.0687030256311428
"39946","peat-sediment",0.0108884178068992
"39947","peat-sediment",0.00356523414916166
"39948","peat-sediment",0.00395066486799001
"39949","soil-sediment",0.00154172287531318
"39950","sediment",0.0538639429562536
"39951","soil-sediment",0.00183079591443436
"39952","peat-sediment",0.0182116014646367
"39953","peat-sediment",0.014550009635768
"39954","sediment",0.0471189053767586
"39955","peat-sediment",0.00163808055502024
"39956","peat-sediment",9.63576797070598e-05
"39957","soil-sediment",0.00144536519560612
"39958","sediment",0.0091539795721719
"39959","soil-sediment",0.00163808055502024
"39960","sediment",0.023896704567354
"39961","sediment",0.0203314704181923
"39962","peat-sediment",0.0104066294083639
"39963","peat-sediment",0.0128155714010406
"39964","soil-sediment",0.00154172287531318
"39965","peat-sediment",0.00578146078242436
"39966","soil-sediment",0.00057814607824247
"39967","peat-sediment",0.00115629215648483
"39968","peat-sediment",0.011948352283677
"39969","peat-sediment",0.00867219117363649
"39970","soil-sediment",0.00317980343033342
"39971","soil-sediment",0.00183079591443436
"39972","sediment",0.0117556369242628
"39973","sediment",0.00356523414916166
"39974","peat-sediment",0.00529967238388895
"39975","sediment",0.026498361919445
"39976","peat-sediment",0.0117556369242628
"39977","peat-sediment",0.00732318365773754
"39978","peat-sediment",0.00163808055502024
"39979","peat-sediment",0.00269801503179801
"39980","peat-sediment",0.00423973790711119
"39981","peat-sediment",0.00375794950857589
"39982","soil-sediment",0.00192715359414142
"39983","peat-sediment",0.00558874542301024
"39984","peat-sediment",0.00510695702447483
"39985","soil-sediment",0.00385430718828295
"39986","peat-sediment",0.0056851031027173
"39987","peat-sediment",0.00356523414916166
"39988","sediment",0.0280400847947582
"39989","soil-sediment",0.00163808055502024
"39990","peat-sediment",0.00780497205627284
"39991","peat-sediment",0.00404702254769707
"39992","peat-sediment",0.00626324918095977
"39993","sediment",0.0034688764694546
"39994","soil-sediment",0.00240894199267683
"39995","soil-sediment",0.00192715359414142
"39996","peat-sediment",0.00481788398535365
"39997","peat-sediment",0.00635960686066683
"39998","peat-sediment",0.00452881094623236
"39999","soil-sediment",0.00231258431296977
"40000","sediment",0.00481788398535365
"40001","peat-sediment",0.00520331470418189
"40002","peat-sediment",0.00770861437656578
"40003","soil-sediment",0.00221622663326271
"40004","sediment",0.00221622663326271
"40005","sediment",0.00462516862593954
"40006","peat-sediment",0.00713046829832342
"40007","peat-sediment",0.00452881094623236
"40008","sediment",0.0288109462324148
"40009","soil-sediment",0.00221622663326271
"40010","peat-sediment",0.0133937174792831
"40011","peat-sediment",0.00790132973598001
"40012","peat-sediment",0.00578146078242436
"40013","sediment",0.0310271728656774
"40014","peat-sediment",0.0110811331663133
"40015","peat-sediment",0.0126228560416265
"40016","sediment",0.0448063210637888
"40017","peat-sediment",0.010502987088071
"40018","sediment",0.00115629215648483
"40019","peat-sediment",0.00192715359414142
"40020","soil-sediment",0.00144536519560612
"40021","peat-sediment",0.00828676045480825
"40022","soil-sediment",0.00279437271150507
"40023","sediment",0.0290036615918289
"40024","peat-sediment",0.00607053382154554
"40025","sediment",0.0141645789169397
"40026","soil-sediment",0.00211986895355565
"40027","peat-sediment",0.00857583349392943
"40028","peat-sediment",0.00211986895355565
"40029","soil-sediment",0.00240894199267683
"40030","peat-sediment",0.0197533243399499
"40031","peat-sediment",0.00279437271150507
"40032","peat-sediment",0.00674503757949507
"40033","sediment",0.00221622663326271
"40034","peat-sediment",0.0109847754866063
"40035","peat-sediment",0.0121410676430912
"40036","peat-sediment",0.00645596454037389
"40037","soil-sediment",0.00221622663326271
"40038","peat-sediment",0.00867219117363649
"40039","peat-sediment",0.00134900751589906
"40040","peat-sediment",0.00761225669685872
"40041","peat-sediment",0.00925033725187896
"40042","soil-sediment",0.00211986895355565
"40043","sediment",0.00240894199267683
"40044","peat-sediment",0.00019271535941412
"40045","peat-sediment",0.022644054731162
"40046","peat-sediment",0.00337251878974754
"40047","peat-sediment",0.00664867989978801
"40048","peat-sediment",0.0111774908460204
"40049","sediment",0.0104066294083639
"40050","peat-sediment",0.0203314704181923
"40051","peat-sediment",0
"40052","sediment",0.0133937174792831
"40053","peat-sediment",0.00558874542301024
"40054","peat-sediment",0.00501059934476777
"40055","peat-sediment",0.0074195413374446
"40056","soil-sediment",0.00192715359414142
"40057","peat-sediment",0.00886490653305072
"40058","soil-sediment",0.00240894199267683
"40059","peat-sediment",0.0120447099633841
"40060","peat-sediment",0.0061668915012526
"40061","peat-sediment",0.00414338022740413
"40062","peat-sediment",0.0029870880709193
"40063","peat-sediment",0.00539603006359601
"40064","peat-sediment",0.00452881094623236
"40065","peat-sediment",0.00751589901715166
"40066","peat-sediment",0.00289073039121213
"40067","peat-sediment",0.022644054731162
"40068","peat-sediment",0.010599344767778
"40069","peat-sediment",0.00414338022740413
"40070","soil-sediment",0.00433609558681824
"40071","sediment",0.0106957024474851
"40072","peat-sediment",0.00221622663326271
"40073","soil-sediment",0.000867219117363649
"40074","soil-sediment",0.00221622663326271
"40075","peat-sediment",0.0140682212372326
"40076","peat-sediment",0.00520331470418189
"40077","peat-sediment",0.0102139140489497
"40078","soil-sediment",0.00231258431296977
"40079","soil-sediment",0.00250529967238389
"40080","soil-sediment",0.00250529967238389
"40081","sediment",0.00337251878974754
"40082","peat-sediment",0.00366159182886872
"40083","peat-sediment",0.0117556369242628
"40084","sediment",0.00423973790711119
"40085","soil-sediment",0.00048178839853541
"40086","peat-sediment",0.0146463673154751
"40087","peat-sediment",0.0118519946039699
"40088","peat-sediment",0.0074195413374446
"40089","peat-sediment",0.00231258431296977
"40090","peat-sediment",0.0102139140489497
"40091","soil-sediment",0.00134900751589906
"40092","soil-sediment",0.001252649836192
"40093","peat-sediment",0.00462516862593954
"40094","peat-sediment",0.00356523414916166
"40095","soil-sediment",0.00231258431296977
"40096","peat-sediment",0.00183079591443436
"40097","peat-sediment",0.00337251878974754
"40098","sediment",0.00385430718828295
"40099","sediment",0.0196569666602429
"40100","soil-sediment",0.00144536519560612
"40101","peat-sediment",0.00597417614183848
"40102","soil-sediment",0.00163808055502024
"40103","sediment",0.00260165735209095
"40104","soil-sediment",0.00221622663326271
"40105","sediment",0.00414338022740413
"40106","peat-sediment",0.00867219117363649
"40107","sediment",0.00317980343033342
"40108","peat-sediment",0.00404702254769707
"40109","soil-sediment",0.00115629215648483
"40110","peat-sediment",0.0112738485257275
"40111","sediment",0.00953941029100014
"40112","sediment",0.0196569666602429
"40113","sediment",0.0261129312006166
"40114","peat-sediment",0.00847947581422237
